Freq	word1	word2	pos1	pos2
34	where	Jews	rrq	nn2
529	in	predicting	ii	vvg
529	billion	from	m	ii
28	deepened	to	vvn	ii
50	business	in	nn1	rr21
73	political	victory	jj	nn1
31	perform	is	vvi	vbz
212	and	closely	cc	rr
42	As	school	csa	nn1
205	tracks	are	nn2	vbr
93	by	Hillary	ii	np1
34	kissing	your	vvg	appge
137	or	maintain	cc	vvi
140	An	Israeli	at1	jj
175	you	things	ppy	nn2
67	her	transformation	appge	nn1
67	be	messy	vbi	jj
72	is	functional	vbz	jj
149	answer	has	nn1	vhz
52	Therefore	they	rr	pphs2
141	evidence	would	nn1	vm
41	Clinton	hopes	np1	vvz
38	Open	tennis	jj	nn1
33	The	ISI	at	np1
37	president	out	nn1	rp
39	The	NMAI	at	nn1
101	being	almost	vbg	rr
32	owned	several	vvd	da2
34	similar	restrictions	jj	nn2
26	John	Quiones	np1	vvz
46	n't	ship	xx	vvi
32	married	daughter	jj	nn1
205	startled	me	vvd	ppio1
890	of	chronic	io	jj
110	four-speed	automatic	jj	jj
40	strictly	as	rr	csa
38	from	tens	ii	m
1475	to	stress	to	vvi
53	two-way	ANOVA	jj	nn1
39	any	embarrassment	dd	nn1
34	Woods	at	np1	ii
61	Bethesda	and	np1	cc
19388	the	Soviet	at	jj
481	influences	of	nn2	io
312	entertain	the	vvi	at
65	trips	abroad	nn2	rl
154	Waldo	Emerson	np1	np1
33	Johnnie	says	np1	vvz
33	or	territorial	cc	jj
160	follow	through	vv0	rp
56	America	pageant	np1	nn1
50	therapy	as	nn1	ii
264	seen	over	vvn	ii
58	trail	leading	nn1	vvg
24	peppers	for	nn2	if
59	coming	too	vvg	rg
33	Brinkley	show	np1	nn1
63	dine	on	vv0	ii
86	very	frank	rg	jj
1651	say	is	vv0	vbz
42	alumni	are	nn2	vbr
26	our	context	appge	nn1
24	from	raiding	ii	vvg
39	genetically	distinct	rr	jj
38	The	parlor	at	nn1
52784	n't	be	xx	vbi
62	offer	additional	vv0	jj
47	up	rapidly	rp	rr
97	catches	and	nn2	cc
90	communities	at	nn2	ii
500	crazy	and	jj	cc
36	kids	that	nn2	dd1
139	George	in	np1	ii
180	apples	are	nn2	vbr
146	coping	styles	vvg	nn2
61	it	detects	pph1	vvz
33	U.S.	Junior	np1	jj
157	had	success	vhn	nn1
38	forces	working	nn2	vvg
113	created	some	vvd	dd
611	to	wave	to	vvi
100	the	bookstores	at	nn2
60	cutthroat	trout	nn1	nn
32	waiver	wire	nn1	nn1
31	ventured	to	vvn	to
590	rubbing	his	vvg	appge
153	at	math	ii	nn1
36	picturesque	and	jj	cc
76	public	speeches	jj	nn2
27	most	attentive	rgt	jj
24	independent	lab	jj	nn1
116	He	flung	pphs1	vvd
1810	of	that	ii33	dd1
28	one	dominated	pn1	vvd
97	the	sacredness	at	nn1
31	deserves	better	vvz	jjr
189	elements	for	nn2	if
37	been	pondering	vbn	vvg
67	anger	out	nn1	rp
95	was	dissolved	vbdz	vvn
30	my	stockings	appge	nn2
41	in	placement	ii	nn1
35	analysis	involved	nn1	vvd
28	important	countries	jj	nn2
59	essential	tool	jj	nn1
93	local	fishermen	jj	nn2
277	recognize	their	vvi	appge
53	Developing	Countries	jj	nn2
26	retail	giant	jj	nn1
65	sad	in	jj	ii
267	direct	impact	jj	nn1
28	from	planet	ii	nn1
45	of	Conflict	io	nn1
203	stressed	that	vvn	cst
34	Arabia	were	np1	vbdr
57	health	studies	nn1	nn2
27	Egyptian	Foreign	jj	jj
69	life	change	nn1	nn1
91	terms	used	nn2	vvn
35	warheads	are	nn2	vbr
56	audiences	on	nn2	ii
164	keeping	that	vvg	dd1
31	sneak	peak	nn1	nn1
27	hair	clip	nn1	nn1
34	min	of	nnu	io
376	the	salaries	at	nn2
73	tourists	will	nn2	vm
47	working	paper	nn1	nn1
104	assisted	in	vvd	ii
26	the	Mombasa	at	np1
59	protests	on	nn2	ii
219	significant	problem	jj	nn1
85	makes	contact	vvz	nn1
32	public	opinions	jj	nn2
47	donating	a	vvg	at1
33	any	novel	dd	nn1
58	thigh	with	nn1	iw
176	institutional	support	jj	nn1
24	custard	sauce	nn1	nn1
34	all	that	rr	rg
45	just	tremendous	rr	jj
71	against	The	ii	at
58	fashion	at	nn1	ii
68	lives	lost	nn2	vvd
267	traditionally	have	rr	vh0
54	off	dead	ii	jj
55	and	coast	cc	nn1
98	vacation	days	nn1	nnt2
341	without	feeling	iw	vvg
29	souvenirs	for	nn2	if
89	guests	would	nn2	vm
63	said	Democratic	vvd	jj
472	you	lose	ppy	vvi
44	to	impute	to	vvi
150	cars	parked	nn2	vvn
90	shoestring	budget	nn1	nn1
118	walk	to	nn1	to
63	cup	dark	nn1	nn1
61	easy	walk	jj	nn1
30	dig	site	nn1	nn1
34	In	still	ii	rr
182	na	show	to	vvi
71	cholesterol-lowering	drugs	jj	nn2
72	witch	hazel	nn1	nn1
30	country	almost	nn1	rr
72	photographic	memory	jj	nn1
96	holidays	to	nn2	ii
29	Onions	and	nn2	cc
83	would	dress	vm	vvi
31	smoke	can	nn1	vm
335	such	changes	da	nn2
49	something	over	pn1	rg
101	the	marshy	at	jj
106	of	bankruptcy	ii22	nn1
25	the	cartilaginous	at	jj
127	a	morality	at1	nn1
54	their	custody	appge	nn1
67	submachine	guns	nn1	nn2
33	as	fatigue	ii22	nn1
121	murder	suspect	nn1	nn1
48	preferences	or	nn2	cc
305	much	alive	da1	jj
26	van	door	nn1	nn1
45	and	blasts	cc	vvz
113	the	practicum	at	nn1
26	problems	elsewhere	nn2	rl
157	by	destroying	ii	vvg
53	only	dreamed	rr	vvn
26	lingering	and	jj	cc
34	Bonds	hit	nn2	vvd
196	strong	influence	jj	nn1
53	emission	nebula	nn1	nn1
33	trusted	the	vvn	at
27	prominent	theme	jj	nn1
118	children	you	nn2	ppy
32	a	nonchalant	at1	jj
32	were	unloaded	vbdr	vvn
57	In	black	ii	jj
134	wary	about	jj	ii
175	does	do	vdz	vdi
118	Once	Upon	rr	ii
413	Pleased	to	jj	to
33	chapter	president	nn1	nn1
220	stopped	in	vvd	ii31
36	Born	to	jj	ii
28	audience	an	nn1	at1
146	patients	could	nn2	vm
32	that	Tennessee	cst	np1
41	rational	analysis	jj	nn1
226	narrator	and	nn1	cc
25	lists	only	vvz	rr
26	when	Adam	rrq	np1
40	discourse	can	nn1	vm
122	to	Michelle	ii	np1
54	Steinberg	said	np1	vvd
92	return	after	vvi	ii
442	grabbed	me	vvd	ppio1
261	she	spotted	pphs1	vvd
44	skin	glowed	nn1	vvd
52	count	at	nn1	ii
24	define	her	vvi	appge
37	and	Enrique	cc	np1
1750	from	above	ii	rl
202	with	toys	iw	nn2
43	was	arbitrary	vbdz	jj
43	the	complexes	at	nn2
92	ventilation	systems	nn1	nn2
2167	way	a	nn1	at1
75	repeated	that	vvd	cst
52	particular	patient	jj	nn1
146	now	nearly	rt	rr
116	of	touching	io	vvg
65	presumed	dead	vvd	jj
32	helped	form	vvd	vvi
69	touch	to	nn1	to
31	his	pains	appge	nn2
27	be	distressed	vbi	vvn
37	steered	a	vvd	at1
29	and	Venezuelan	cc	jj
1279	send	you	vvi	ppy
27	fourth	team	md	nn1
1566	in	others	ii	nn2
1194	been	running	vbn	vvg
42	perfectly	valid	rr	jj
26	red	than	jj	csn
49	classless	society	jj	nn1
50	marking	their	vvg	appge
51	picture	are	nn1	vbr
92	his	eventual	appge	jj
70	other	experiments	jj	nn2
37	distinguish	it	vv0	pph1
71	an	aptitude	at1	nn1
25	which	accompany	ddq	vv0
33	The	Cobb	at	np        
24	heterogeneous	grouping	jj	nn1
46	facilities	across	nn2	ii
59	get	close	vv0	jj
136	twenty-five	percent	mc	nnu
29	shack	was	nn1	vbdz
294	good	weather	jj	nn1
25	month	so	nnt1	cs
52	average	the	nn1	at
35	was	inspected	vbdz	vvn
145	some	valuable	dd	jj
30	miners	of	nn2	io
125	turned	our	vvd	appge
51	whole	focus	jj	nn1
65	be	packing	vbi	vvg
171	the	advertisements	at	nn2
78	world	sees	nn1	vvz
24	frontage	road	nn1	nn1
56	and	non-Hispanic	cc	jj
69	Ron	Dellums	np1	np1
344	aims	at	vvz	ii
42	presidents	to	nn2	ii
1408	science	is	nn1	vbz
32	at	PGA	ii	np1
77	the	panties	at	nn2
41	invaluable	resource	jj	nn1
39	really	stepped	rr	vvn
39	commend	you	vvi	ppy
100	educating	children	vvg	nn2
101	and	polls	cc	nn2
33	larger	plan	jjr	nn1
26	potato	pancake	nn1	nn1
36	have	customers	vh0	nn2
30	means	greater	vvz	jjr
40	Danny	says	np1	vvz
26	pronouncement	on	nn1	ii
25	knowledge	alone	nn1	rr
173	beliefs	or	nn2	cc
25	spending	more	vvg	rgr
783	ships	and	nn2	cc
36	for	washing	if	nn1
66	by	page	ii	nn1
40	contractor	from	nn1	ii
35	villages	from	nn2	ii
55	academic	stress	jj	nn1
38	presenting	information	vvg	nn1
35	even	somewhat	rr	rr
24	old	tunes	jj	nn2
31	company	retirement	nn1	nn1
136	pretty	much	jj	rr
47	girls	like	nn2	vv0
112	cross-country	ski	jj	nn1
32	normally	when	rr	cs
104	hand	just	nn1	rr
4675	them	back	ppho2	rp
214	people	gathered	nn	vvn
37	Protection	from	nn1	ii
37	OF	ISLAM	io	nn1
76	airlock	and	nn1	cc
36	had	stressed	vhd	vvn
247	he	regarded	pphs1	vvd
74	The	elaborate	at	jj
454	THE	BEST	at	jjt
39	outlawing	the	vvg	at
26	from	cool	ii	jj
43	like	Black	ii	jj
390	driven	to	vvn	to
32	tumult	in	nn1	ii
36	Programs	to	nn2	to
228	the	senate	at	nn1
44	common	foreign	jj	jj
150	pressure	with	nn1	iw
43	you	detect	ppy	vv0
46	endorsements	in	nn2	ii
296	glance	at	vvi	ii
183	I	dress	ppis1	vv0
64	More	men	dar	nn2
25	minimum	threshold	jj	nn1
41	Enterprises	and	nn2	cc
110	A	coalition	at1	nn1
26	approach	using	nn1	vvg
33	confused	when	jj	cs
74	folks	want	nn2	vv0
104	and	bicycle	cc	nn1
29	about	Lou	ii	np1
32	hardly	visible	rr	jj
25	Remington	and	np1	cc
30	The	lads	at	nn2
46	and	Willard	cc	np1
63	n't	altogether	xx	rr
28	squared	with	vvn	iw
69	on	and	rr33	cc
189	in	systems	ii	nn2
93	Same	here	da	rl
31	ever	faster	rr	rrr
25	Times	column	nnt2	nn1
42	uncle	were	nn1	vbdr
214	in	costume	ii	nn1
71	direct	elections	jj	nn2
120	president	saying	nn1	vvg
795	an	employer	at1	nn1
124	got	away	vvd	ii21
24	David	put	np1	vvd
235	college	experience	nn1	nn1
47	to	Glenn	ii	np1
80	their	veins	appge	nn2
76	Detroit	on	np1	ii
50	recently	developed	rr	jj
829	he	who	pphs1	pnqs
152	or	reduce	cc	vvi
34	of	anti-aircraft	io	jj
51	Tradition	of	nn1	io
104	Magnetic	resonance	jj	nn1
59	state	high	nn1	jj
51	eyes	started	nn2	vvd
31	Interceptions	Ret.	nn2	np1
191	our	dinner	appge	nn1
24	individual	worker	jj	nn1
221	Under	pressure	ii	nn1
119	watch	over	vvi	rp
24	for	injection	if	nn1
129	a	grinding	at1	jj
30	added	importance	jj	nn1
171	add	another	vv0	dd1
6008	last	few	md	da2
30	who	shun	pnqs	vv0
61	hear	more	vv0	dar
110	the	gays	at	nn2
42	worst	damage	jjt	nn1
47	diverted	to	vvn	to
52	administration	today	nn1	rt
754	that	police	cst	nn2
120	An	explosion	at1	nn1
29	reflection	to	nn1	ii
36	now	setting	rt	vvg
24	four	tiers	mc	nn2
24	were	academically	vbdr	rr
79	by	peaceful	ii	jj
2385	worry	about	vv0	ii
24	matter	are	vv0	vbr
53	its	terrible	appge	jj
87	astronauts	will	nn2	vm
51	dress	them	vvi	ppho2
209	combined	to	vvd	to
64	an	Indigenous	at1	jj
456	feeling	and	nn1	cc
910	even	this	rr	dd1
79	and	sensation	cc	nn1
25	massive	resistance	jj	nn1
459	poll	shows	nn1	vvz
695	thank	God	vv0	np1
15527	and	at	cc	ii
488	nature	in	nn1	ii
1116	number	in	nn1	ii
92	again	one	rt	mc1
25	interchangeable	in	jj	ii
129	with	crushed	iw	jj
27	losing	access	vvg	nn1
42	awareness	program	nn1	nn1
46	it	neared	pph1	vvd
366	co-director	of	nn1	io
70	can	evoke	vm	vvi
1081	the	reliability	at	nn1
30	two	putts	mc	nn2
31	drinking	at	nn1	ii
34	into	conversations	ii	nn2
236	and	rail	cc	nn1
37	the	Aswan	at	np1
27	They	most	pphs2	rgt
191	Immigration	Reform	nn1	nn1
121	to	month	ii	nnt1
24	sky	darkened	nn1	vvn
518	to	rewrite	to	vvi
41	as	preparation	csa	nn1
44	can	chicken	vm	vvi
25	by	gunshot	ii	nn1
32	salsa	with	nn1	iw
30	to	more	ii	rrr
55	of	sociability	io	nn1
28	utility	would	nn1	vm
30	Graves	had	nn2	vhd
58	as	from	ii22	ii
52	is	random	vbz	jj
201	long	were	rr	vbdr
50	key	measure	jj	nn1
30	shrugs	at	vvz	ii
28	tombstones	and	nn2	cc
73	for	A	if	at1
42	of	cases.	io	nnu
94	chance	now	nn1	rt
37	unearthed	at	vvn	ii
35	lie	for	nn1	if
36	good	beer	jj	nn1
113	toaster	oven	nn1	nn1
30	licensing	and	vvg	cc
378	of	starvation	io	nn1
30	cordless	drill	jj	nn1
104	acceded	to	vvd	ii
55	advertising	market	nn1	nn1
124	several	such	da2	da
141	waved	at	vvn	ii
1153	and	potential	cc	jj
29	crape	myrtle	nn1	nn1
24	maintenance	company	nn1	nn1
1393	also	called	rr	vvn
26	slides	along	vvz	ii
59	on	receiving	ii	vvg
56	timber	from	nn1	ii
191	loses	her	vvz	appge
7326	are	going	vbr	vvg
489	hypothesis	is	nn1	vbz
1180	a	patch	at1	nn1
45	own	base	da	nn1
1283	early	age	jj	nn1
27	or	sink	cc	vv0
90	still	popular	rr	jj
62	registered	Democrats	jj	nn2
28	deport	the	vvi	at
393	by	companies	ii	nn2
52	jeeps	and	nn2	cc
27	Adequacy	of	nn1	io
148	Beats	me	vvz	ppio1
39	lows	and	nn2	cc
61	melt	and	vv0	cc
34	wide	view	jj	nn1
45	of	Palin	io	np1
36	and	deductions	cc	nn2
120	this	clearly	dd1	rr
178	high	office	jj	nn1
24	Sunday	newspapers	npd1	nn2
55	A	multiple	at1	jj
33	Argentina	or	np1	cc
54	difficult	ones	jj	nn2
77	a	colorless	at1	jj
86	of	stunning	io	jj
35	one	remaining	pn1	vvg
242	writer	to	nn1	to
58	as	banks	csa	nn2
64	institutional	autonomy	jj	nn1
33	assessment	tests	nn1	nn2
67	head	writer	nn1	nn1
25	beauty	about	nn1	ii
36	lesbian	or	nn1	cc
69	you	dressed	ppy	vvn
38	perfectly	square	rr	jj
27	require	constant	vv0	jj
85	cook	who	nn1	pnqs
28	than	negative	ii22	jj
118	He	screamed	pphs1	vvd
131	the	garments	at	nn2
42	of	tattered	io	jj
177	familiarity	of	nn1	io
28	Lawyers	representing	nn2	vvg
27	miscalculation	of	nn1	io
168	are	pressing	vbr	vvg
68	some	samples	dd	nn2
523	spent	hours	vvd	nnt2
33	Hoot	says	np1	vvz
941	just	doing	rr	vdg
36	There	definitely	rl	rr
58	longer	keep	rr22	vvi
145	big	draw	jj	nn1
315	Robert	MacNeil	np1	np1
118	Per	Serving	ii	vvg
26	my	fatigue	appge	nn1
46	heads	would	nn2	vm
111	e-mail	to	nn1	to
38	highway	project	nn1	nn1
62	like	rocks	ii	nn2
25	paid	themselves	vvd	ppx2
64	laying	around	vvg	rp
58	station	he	nn1	pphs1
25	tape	she	nn1	pphs1
64	and	Pepper	cc	nn1
49	a	corral	at1	nn1
89	NOT	GUILTY	xx	jj
67	has	support	vhz	nn1
141	a	gauge	at1	nn1
95	them	feel	ppho2	vv0
27	blasted	with	vvn	iw
129	they	observe	pphs2	vv0
204	full	in	jj	ii
28	just	there	rr	ex
34	the	frills	at	nn2
1523	a	science	at1	nn1
663	and	Charlie	cc	np1
31	newspaper	under	nn1	ii
33	electron	micrograph	nn1	nn1
27	little	dust	jj	nn1
43	cliff	overlooking	nn1	vvg
64	of	satisfying	io	vvg
92	clients	would	nn2	vm
1107	that	cause	cst	vv0
121	car	coming	nn1	vvg
570	in	Florence	ii	np1
27	mental	block	jj	nn1
96	could	summon	vm	vvi
41	skins	for	nn2	if
35	Check	that	vv0	dd1
63	blood	than	nn1	csn
59	objectivity	is	nn1	vbz
88	of	jagged	io	jj
26	offerings	like	nn2	ii
63	European	politics	jj	nn1
102	Governor	Romney	nnb	np1
453	were	reduced	vbdr	vvn
43	Individuals	have	nn2	vh0
37	Suddenly	one	rr	mc1
62	player	said	nn1	vvd
37	flushed	with	vvd	iw
475	man	should	nn1	vm
31	in	Macy	ii	np1
41	the	great-grandson	at	nn1
31	with	bent	iw	jj
537	becomes	clear	vvz	jj
61	Dinkins	and	np1	cc
1886	There	would	ex	vm
34	anyone	got	pn1	vvd
24	important	bilateral	jj	jj
61	ball	he	nn1	pphs1
37	factors	among	nn2	ii
34	is	definitive	vbz	jj
32	election	outcome	nn1	nn1
59	lives	his	vvz	appge
46	Saturn	has	np1	vhz
27	followers	into	nn2	ii
48	FNS-KE	exercise	jj	nn1
1876	an	employee	at1	nn1
188	of	fires	io	nn2
1238	making	of	nn1	io
41	emissions	per	nn2	ii
45	management	policy	nn1	nn1
147	A	LITTLE	rr21	rr22
25	bipolar	scales	jj	nn2
56	those	inside	dd2	rl
91	that	appropriate	dd1	jj
49	only	result	rr	vvi
461	their	bills	appge	nn2
38	Hilda	said	np1	vvd
81	and	empower	cc	vvi
28	So	relax	rr	vv0
183	was	unacceptable	vbdz	jj
27	its	conventions	appge	nn2
32	a	world-record	at1	jj
1121	To	say	to	vvi
31	H.	Richard	np1	np1
46	Julianna	Margulies	np1	np1
38	a	frazzled	at1	jj
91	cool	that	jj	cst
357	was	traded	vbdz	vvn
38	Roast	for	vv0	if
27	have	classified	vh0	vvn
25	Atlanta	man	np1	nn1
27	whose	boyfriend	ddqge	nn1
24	Chris	Childs	np1	np1
194	so	can	rr	vv0
30	broken	door	jj	nn1
53	economically	in	rr	ii
7333	here	for	rl	if
44	Humanity	is	nn1	vbz
29	those	counts	dd2	nn2
66	The	Cambridge	at	np1
26	arts	do	nn2	vd0
161	was	taped	vbdz	vvn
570	achieved	through	vvn	ii
33	their	medals	appge	nn2
65	carnival	rides	jj	nn2
34	so	loaded	rr	vvn
35	No	exceptions	xx	nn2
122	the	Turner	at	np1
96	usually	start	rr	vv0
31	back	before	nn1	ii
35	and	intensify	cc	vv0
189	scene	when	nn1	cs
63	and	evaporation	cc	nn1
135	an	addictive	at1	jj
65	household	expenses	nn1	nn2
62	Smith	are	np1	vbr
49	prickle	of	nn1	io
49	its	passing	appge	nn1
65	little	by	rr22	ii
1974	still	have	rr	vhi
43	uncertain	that	jj	cst
27	slings	the	vvz	at
57	Samuel	L.	np1	np1
242	with	video	iw	nn1
36	court	reporters	nn1	nn2
24	desirable	goal	jj	nn1
37	biblical	scholar	jj	nn1
38	Both	artists	db2	nn2
49	of	naivete	io	nn1
291	tax	laws	nn1	nn2
317	the	radiator	at	nn1
34	still	treat	rr	vv0
28	Clinton	calls	np1	vvz
26	the	turnips	at	nn2
31	the	outcasts	at	nn2
235	Coalition	of	nn1	io
32	practices	because	nn2	cs
474	States	must	np1	vm
36	several	manufacturers	da2	nn2
59	they	replace	pphs2	vv0
47	applicant	to	nn1	to
77	AMBASSADOR	TO	nn1	ii
186	on	glass	ii	nn1
198	jumped	off	vvd	ii
160	that	eat	cst	vv0
63	heads	above	nn2	ii
99	the	sticking	at	jj
335	in	applying	ii	vvg
27	that	robots	cst	nn2
34	Dog	Day	nn1	nnt1
84	settled	his	vvd	appge
24	easily	carry	rr	vvi
28	band	could	nn1	vm
109	support	herself	vvi	ppx1
1364	to	some	ii22	dd
415	mortgage	payments	nn1	nn2
53	that	continuing	cst	jj
221	U.S.	Secretary	np1	nn1
53	Royal	College	jj	nn1
40	almonds	or	nn2	cc
55	induction	and	nn1	cc
124	drop	on	nn1	ii
26	amateur	night	jj	nnt1
72	compared	for	vvn	if
78	young	viewers	jj	nn2
24	carry	one	vvi	mc1
37	of	Wind	io	nn1
36	imagined	that	vvd	dd1
24	credible	enough	jj	rr
40	teaching	writing	vvg	nn1
35	thermal	units	jj	nn2
28	to	STREET	ii	nn1
41	we	using	ppis2	vvg
41	Keller	Williams	np1	np1
42	with	Global	iw	jj
26	flats	to	nn2	ii
195	stone	house	nn1	nn1
103	jewelry	from	nn1	ii
24	a	Staten	at1	np1
224	darkness	that	nn1	cst
25	said	Police	vvd	nn2
28	perhaps	later	rr	rrr
114	taken	you	vvn	ppy
69	blitz	of	nn1	io
72	took	quite	vvd	rg
33	earners	and	nn2	cc
53	than	Obama	csn	np1
27	sociologist	Robert	nn1	np1
47	law	it	nn1	pph1
46	been	stepped	vbn	vvn
148	average	woman	jj	nn1
36	might	tip	vm	vvi
84	drifting	back	vvg	rp
472	no	hard	at	jj
27	philosophies	about	nn2	ii
120	timeline	of	nn1	io
421	that	cover	cst	vv0
31	to	Eric	ii22	np1
28	moods	that	nn2	cst
337	the	Duke	at	nn1
509	outset	of	nn1	io
26	you	becoming	ppy	vvg
295	assessments	and	nn2	cc
239	I	commend	ppis1	vv0
60	existence	to	nn1	to
30	the	beeping	at	nn1
57	Wayne	Slater	np1	np1
34	unconventional	warfare	jj	nn1
63	committing	an	vvg	at1
68	more	heterogeneous	rgr	jj
439	sun	on	nn1	ii
25	joint	interview	jj	nn1
49	however	well	rgqv	rr
470	headquarters	and	nn	cc
108	drama	series	nn1	nn
49	preserved	from	vvn	ii
34	happy	few	jj	da2
341	pretty	amazing	rg	jj
29	belly	buttons	nn1	nn2
41	equally	from	rr	ii
40	this	vibrant	dd1	jj
145	and	Fitness	cc	nn1
25	or	discourage	cc	vv0
642	federal	agency	jj	nn1
645	the	mat	at	nn1
33	of	tedium	io	nn1
40	system	support	nn1	nn1
52	astronomers	think	nn2	vv0
51	duck	or	nn	cc
85	its	tires	appge	vvz
42	another	portion	dd1	nn1
30	done	tonight	vdn	rt
118	listens	for	vvz	if
173	very	tense	rg	jj
66	Indian	law	jj	nn1
53	lose	that	vvi	cst
25	hybrid	with	nn1	iw
29	Mr.	PIKE	nnb	nn
101	blood	everywhere	nn1	rl
42	charcoal	drawing	nn1	nn1
29	voice	too	nn1	rg
51	ring	she	nn1	pphs1
54	routine	tasks	nn1	nn2
36	him	upon	ppho1	ii
254	to	classical	ii	jj
29	Early	Literacy	jj	nn1
41	if	states	cs	nn2
39	Record	and	nn1	cc
26	data	become	nn	vv0
27	seem	real	vv0	jj
34	SARAH	I	np1	ppis1
59	full	professors	jj	nn2
149	scoring	system	nn1	nn1
413	losses	from	nn2	ii
32	such	to	da	to
156	spied	a	vvd	at1
27	mix	will	nn1	vm
39	pin	on	vvi	ii
905	reversal	of	nn1	io
60	detailing	his	vvg	appge
41	share	or	nn1	cc
60	most	afraid	rgt	jj
630	just	gave	rr	vvd
42	Point	Hope	nn1	nn1
1564	of	similar	io	jj
326	The	conclusion	at	nn1
54	Alien	and	nn1	cc
1002	a	relative	at1	nn1
55	experts	as	nn2	csa
207	option	would	nn1	vm
160	beats	a	vvz	at1
62	to	PC	ii	nn1
59	perspective	as	nn1	csa
26	venting	their	vvg	appge
116	get	re-elected	vvi	jj
57	bailouts	and	nn2	cc
33	retaining	some	vvg	dd
24	Jamal	and	np1	cc
39	helped	send	vvn	vvi
32	kind	do	nn1	vd0
40	tight	lid	jj	nn1
117	like	that	vvi	cst
119	quite	so	rg	rr
42	what	white	ddq	jj
30	other	asset	jj	nn1
40	grant	will	nn1	vm
29	the	Seven	at	np1
77	retail	analyst	jj	nn1
29	about	half	rr22	db
118	Bird	of	nn1	io
65	maybe	thirty	rr	mc
55	praise	him	vv0	ppho1
2245	given	by	vvn	ii
24	apron	on	nn1	ii
32	different	interest	jj	nn1
37	undertaken	without	vvn	iw
70	angry	now	jj	rt
32	just	closing	rr	vvg
29	normal	teenager	jj	nn1
24	anything	behind	pn1	rl
115	in	complexity	ii	nn1
51	summer	without	nnt1	iw
177	were	conceived	vbdr	vvn
26	notification	that	nn1	cst
64	or	fatigue	cc	nn1
36	ill	wind	jj	nn1
82	like	winning	ii	vvg
34	cards	we	nn2	ppis2
110	were	reaching	vbdr	vvg
47	not	witness	xx	vvi
48	anymore	what	rr	ddq
26	dioxin	and	nn1	cc
71	of	tangled	io	jj
143	you	click	ppy	vv0
398	glove	compartment	nn1	nn1
26	explained	its	vvd	appge
85	National	Film	jj	nn1
59	order	after	nn1	ii
431	of	competing	io	jj
46	American	automakers	jj	nn2
140	considerations	for	nn2	if
103	acting	out	vvg	ii21
64	transpired	in	vvn	ii
50	reporting	period	nn1	nn1
24	says	Steele	vvz	np1
34	We	practiced	ppis2	vvd
269	size	that	nn1	cst
50	and	vice	cc	nn1
38	Gerhard	Schroder	np1	np1
48	He	likens	pphs1	vvz
45	Green	Book	jj	nn1
52	forests	from	nn2	ii
269	studied	at	vvd	ii
40	To	feed	to	vvi
55	million	debt	m	nn1
114	stood	ready	vvd	jj
34	matter	through	nn1	ii
103	suburban	Washington	jj	np1
45	THINGS	YOU	nn2	ppy
181	Park	and	nn1	cc
27	prior	exposure	jj	nn1
35	Basil	Rathbone	np1	np1
28	virtual	library	jj	nn1
243	accident	on	nn1	ii
117	up	either	rp	rr
350	high	enough	jj	rr
481	hanging	over	vvg	ii
64	very	down	rg	jj
24	by	model	ii	nn1
37	or	opt	cc	vv0
26	ways	would	nn2	vm
25	reeds	in	nn2	ii
58	blind	girl	jj	nn1
237	of	exhaustion	io	nn1
30	Pentecostal	minister	jj	nn1
75	a	wraparound	at1	j
71	worried	they	jj	pphs2
92	of	gestation	io	nn1
77	be	reason	vbi	nn1
72	human	frailty	jj	nn1
86	makeup	on	nn1	rp
24	strap	was	nn1	vbdz
40	Contemporary	Craft	jj	nn1
92	you	typically	ppy	rr
86	be	wired	vbi	vvn
37	What	changes	ddq	vvz
71	as	listed	csa	vvn
27	a	spaniel	at1	nn1
31	based	our	vvd	appge
631	this	tragedy	dd1	nn1
33	less	blood	dar	nn1
367	of	specialized	io	jj
70	trend	lines	nn1	nn2
100	yellow	line	jj	nn1
36	feeling	I	vvg	ppis1
25	Weeks	before	nnt2	ii
28	Decided	to	vvn	to
42	face	clearly	nn1	rr
40	the	guardsmen	at	nn2
49	flush	toilets	jj	nn2
33	train	arrived	nn1	vvd
115	head	felt	nn1	vvd
82	manipulation	check	nn1	nn1
64	and	soldier	cc	nn1
29	offenses	that	vvz	cst
24	early	fourteenth	jj	md
27	LOVE	AND	nn1	cc
405	an	appetite	at1	nn1
37	semistructured	interviews	jj	nn2
68	His	doctors	appge	nn2
27	Muslim	guerrillas	jj	nn2
26	started	attacking	vvd	vvg
99	gate	for	nn1	if
335	school	after	nn1	ii
362	from	at	ii	rr21
34	has	unearthed	vhz	vvn
25	the	Dating	at	nn1
61	them	saw	ppho2	vvd
77	associations	for	nn2	if
24	and	magnifying	cc	vvg
93	each	human	dd1	jj
1364	a	psychologist	at1	nn1
155	experiment	on	nn1	ii
69	teaches	about	vvz	ii
941	well	before	rr	ii
26	two-term	governor	jj	nn1
388	today	who	rt	pnqs
59	Spencer	said	np1	vvd
24	his	Iowa	appge	np1
638	in	daily	ii	jj
53	existing	environmental	jj	jj
99	his	instruments	appge	nn2
228	medical	procedures	jj	nn2
43	of	resigning	io	vvg
29	think	investors	vv0	nn2
31	no	coordination	at	nn1
832	never	let	rr	vv0
27	Directly	behind	rr	ii
26	few	hundredths	da2	mf
49	very	educational	rg	jj
61	whole	earth	jj	nn1
26	Miami-Dade	Community	np1	nn1
